,event number,mission number,trajectory number,jump amplitude [m],jump time [s],jump depth [m],normalized jump amplitude [-],normalized jump time [-],normalized cross shore jump location [-],breaking iribarren_number [-],Offshore Hs [m],Offshore Tm [s],linear phase speed at jump depth [m/s],bulk jump speed [m/s],mean jump speed [m/s],median jump speed [m/s],max jump speed [m/s],nrmse
1910,1910,80,12,18.51124161,5.83331,0.924602527,0.272001877,0.699888633,0.4072042,0.129385016,2.150559,8.334626,3.0101669,3.173368398,3.127217682,3.198075406,4.849954518,0.787240577
819,819,72,21,18.50943419,5.999976,2.641604386,0.23232791,0.62769955,0.942461587,0.165174783,1.5447562,9.558675,5.087997935,3.084918039,3.019323107,3.078729268,5.200522944,0.390010664
570,570,69,13,18.50660609,9.666628,1.094661491,0.235997075,1.025585236,0.653958908,0.162591463,1.5692074,9.425475,3.275314123,1.91448415,1.866588337,1.65914697,3.000090545,0.826560022
1712,1712,77,20,18.50097406,4.99998,1.907144768,0.275076377,0.606014843,0.522909954,0.12979822,2.1118326,8.25059,4.32319543,3.700209612,3.626340196,4.399561236,5.125199443,0.880272893
1670,1670,77,14,18.49629535,6.833306,3.449750447,0.275006813,0.828220285,0.75621844,0.12979822,2.1118326,8.25059,5.814426401,2.706785757,2.718476953,2.41642659,4.40594639,0.839142945
3238,3238,71,12,18.47380368,7.666636,1.395697438,0.236446178,0.816045361,0.751805998,0.163134115,1.5530667,9.394865,3.698355702,2.409636205,2.403542263,2.126849003,4.165167459,0.712396457
3396,3396,75,7,18.47309023,4.99998,3.990937767,0.26255687,0.582907226,0.578862342,0.131080441,2.1661875,8.57766,6.253893997,3.694632824,3.525281765,3.649202677,5.22035642,0.937504118
2902,2902,21,31,18.47146385,6.333308,3.824912337,0.310251305,0.850957929,0.772716994,0.111073199,2.5528471,7.442563,6.12242933,2.91655859,2.800771362,2.959532262,4.465250594,0.61176772
1329,1329,66,10,18.45249883,7.166638,0.917359962,0.249032714,0.798623316,0.617319262,0.161581125,1.5013198,8.97374,2.998354154,2.574777577,2.524893935,2.483422638,4.357913569,0.80712992
864,864,23,5,18.4501375,9.666628,2.693032893,0.306144499,1.286283383,0.660491579,0.114922357,2.4139028,7.515162,5.137287451,1.908642548,1.92947854,1.935074546,3.747610822,0.504183163
1019,1019,23,27,18.41172807,4.499982,1.376518421,0.305507169,0.598787092,0.435728365,0.114922357,2.4139028,7.515162,3.67285727,4.091511493,3.819441302,4.287576272,5.688078391,0.879332208
833,833,72,23,18.40999312,8.666632,1.664483345,0.231079739,0.906677128,0.729026589,0.165174783,1.5447562,9.558675,4.03880388,2.124238472,2.093839853,2.568320609,3.138859418,0.882965529
87,87,78,14,18.3981399,9.833294,1.38313025,0.270339974,1.179812268,0.393364679,0.129385016,2.150559,8.334626,3.681667619,1.871004762,1.824276532,1.872400314,2.185713978,0.986492148
2019,2019,73,25,18.38581031,5.999976,1.263242254,0.2307762,0.62769955,0.669959376,0.165174783,1.5447562,9.558675,3.518490314,3.064313975,2.887977519,3.042446834,4.354381484,0.931872611
3496,3496,24,3,18.38180245,5.666644,3.034636848,0.335182371,0.813987561,0.714493394,0.115793557,2.163684,6.9615855,5.45338804,3.243860467,3.025226574,3.340734894,4.785305953,0.548596142
2072,2072,22,6,18.3810051,7.333304,1.14427895,0.304198065,0.973600625,0.43039141,0.112469191,2.5269773,7.532148,3.348721205,2.506510721,2.418455325,2.679026966,3.857471766,0.758410673
3329,3329,30,3,18.37693307,5.999976,1.372838748,0.298274975,0.782950649,1.022037583,0.172589671,1.0941637,7.6632876,3.667944893,3.06283443,2.955376922,3.058901112,4.284582211,0.82244771
969,969,23,18,18.35841175,8.999964,1.580598621,0.304622487,1.197574184,0.434271321,0.114922357,2.4139028,7.515162,3.935716769,2.039831687,2.004760717,2.06810396,3.321133413,0.899957895
94,94,78,16,18.35596199,9.333296,3.509897767,0.269720217,1.119821813,0.766643099,0.129385016,2.150559,8.334626,5.864895405,1.96671808,1.942703523,2.040545347,3.240806439,0.737440163
2015,2015,73,25,18.35224631,5.333312,2.290172583,0.230354909,0.557955156,0.835442468,0.165174783,1.5447562,9.558675,4.737477315,3.441059948,3.363058225,3.365652326,5.690043354,0.735535322
3361,3361,75,1,18.34155319,8.499966,3.268637752,0.260687342,0.990942285,0.663108019,0.131080441,2.1661875,8.57766,5.659739391,2.157838418,2.112510113,2.122572477,3.176628799,0.91432121
3436,3436,75,13,18.33485999,6.166642,1.539973302,0.260592212,0.718918913,0.474013436,0.131080441,2.1661875,8.57766,3.884808664,2.973232432,2.927450736,2.941155109,4.304644098,0.903158628
1683,1683,77,16,18.30534473,4.333316,3.067014041,0.272167719,0.525212864,0.665921122,0.12979822,2.1118326,8.25059,5.482402539,4.224327219,3.900586612,4.15206762,5.389237372,0.975054112
79,79,78,13,18.29644493,4.333316,1.290126001,0.268845681,0.51991727,0.394408036,0.129385016,2.150559,8.334626,3.555732668,4.222273412,4.046634952,4.088088727,5.695564966,0.910230739
3316,3316,14,12,18.29505903,5.83331,2.139455011,0.366393128,0.902093076,1.074887797,0.156091935,1.0841297,6.466417,4.57893646,3.136308378,2.991497822,3.157459775,4.553662142,0.808345231
1899,1899,80,11,18.29046653,5.83331,3.383121472,0.268757835,0.699888633,0.674909112,0.129385016,2.150559,8.334626,5.758002295,3.13552109,3.027722184,3.152298732,5.214816994,0.200356517
1178,1178,76,4,18.27030194,5.83331,1.393343474,0.271646696,0.707017316,0.430008514,0.12979822,2.1118326,8.25059,3.695235588,3.13206429,3.073740268,3.126547549,4.725446094,0.831797325
1638,1638,77,8,18.2661962,5.999976,3.599380764,0.271585651,0.727217811,0.675012916,0.12979822,2.1118326,8.25059,5.939186096,3.044378211,2.930603768,3.024778592,4.145046005,0.941549962
3340,3340,30,10,18.24796973,7.666636,1.511958934,0.296181778,1.00043694,0.974580528,0.172589671,1.0941637,7.6632876,3.849311309,2.380179486,2.285620983,2.14211745,3.548174111,0.774029363
1222,1222,76,12,18.22715197,8.833298,2.573439131,0.271005133,1.070626222,0.566643957,0.12979822,2.1118326,8.25059,5.02192229,2.06345942,2.043278566,1.851363934,3.443766989,0.675040799
2353,2353,40,4,18.20572433,8.3333,1.078247281,0.276958964,1.030018018,1.41620045,0.239308338,0.6072011,8.090441,3.250665064,2.184695659,2.138083108,2.173254529,3.326769128,0.693988664
2636,2636,25,23,18.20518645,4.99998,2.57441906,0.321793977,0.700371282,0.668097434,0.117715552,2.1597586,7.139042,5.022878337,3.641051854,3.564595013,3.744338053,5.65701004,0.674909448
3616,3616,24,20,18.18822249,6.499974,1.20186168,0.331652543,0.933691614,0.474217906,0.115793557,2.163684,6.9615855,3.431944706,2.798199268,2.730343424,2.799632505,3.82681852,0.90058546
3345,3345,10,0,18.11939344,6.833306,1.26135914,0.377221308,1.088816677,0.987495261,0.146936094,1.1769178,6.2759013,3.515866831,2.651629158,2.594489832,2.584636064,4.125142923,0.566323344
1777,1777,67,15,18.11921273,6.999972,1.294744095,0.248355069,0.790709265,0.666895988,0.160965563,1.4895532,8.852776,3.562090978,2.588469316,2.513966467,2.641385329,3.734707933,0.824771736
1767,1767,67,12,18.11400216,5.166646,1.776044694,0.248283649,0.583618743,0.725179545,0.160965563,1.4895532,8.852776,4.171958533,3.505949925,3.245433409,3.554626625,4.492592304,0.968081959
405,405,28,0,18.10784287,7.49997,1.411317139,0.274667173,0.924709768,0.780806772,0.159366763,1.3731568,8.1106205,3.718992869,2.414388707,2.451156296,2.576600306,3.519355267,0.887149811
36,36,78,5,18.10504114,6.499974,3.101487988,0.266033218,0.779875906,0.603921684,0.129385016,2.150559,8.334626,5.513128175,2.785402087,2.729803902,2.713835819,4.317240682,0.934208032
765,765,72,10,18.08673884,8.166634,3.11354078,0.227022295,0.854368833,1.004729488,0.165174783,1.5447562,9.558675,5.523830161,2.214711574,2.209591754,2.258118992,3.202935097,0.884218947
1633,1633,77,7,18.08458156,4.833314,1.348271662,0.268885366,0.585814348,0.477547466,0.12979822,2.1118326,8.25059,3.634977618,3.741652532,3.480837145,3.873542633,5.107148952,0.859572024
1494,1494,26,8,18.07430852,9.99996,3.000819986,0.312481295,1.376201635,0.896826116,0.124572287,1.9717437,7.266348,5.422917653,1.807438082,1.787826105,2.105591696,2.875214402,0.825008599
2539,2539,25,7,18.06997152,4.333316,1.269691456,0.319403924,0.606988445,0.489323745,0.117715552,2.1597586,7.139042,3.527460315,4.170010108,4.113138829,4.381108206,5.255074289,0.984252168
967,967,23,18,18.06838433,7.666636,2.423708764,0.299810041,1.020155786,0.555544163,0.114922357,2.4139028,7.515162,4.873637849,2.356755209,2.310459896,2.344537416,3.451625991,0.853986398
276,276,19,13,18.06113672,5.83331,2.689342743,0.281279357,0.735545434,1.106069311,0.169648389,1.1802212,7.930591,5.133766539,3.096207251,2.815541691,3.014924041,4.143357658,0.733379229
1623,1623,77,6,18.04827895,5.999976,3.244719688,0.268345611,0.727217811,0.706554926,0.12979822,2.1118326,8.25059,5.638993966,3.008058523,2.883082687,2.989461885,4.285372617,0.913926842
911,911,23,11,18.03536066,8.499966,2.880113631,0.299262076,1.131042285,0.713817161,0.114922357,2.4139028,7.515162,5.312731273,2.121815624,2.11480808,2.243953566,3.417987942,0.734306608
1788,1788,67,18,18.01242953,5.666644,0.806433677,0.246891421,0.640097976,0.606576035,0.160965563,1.4895532,8.852776,2.811236389,3.17867675,3.107607775,3.142815367,4.571241894,0.811065652
323,323,59,4,18.00358219,9.333296,0.771009651,0.234022589,1.007123123,0.937860009,0.186668521,1.1679242,9.267284,2.748798753,1.928962951,1.915142227,2.044834496,3.045448003,0.554088467
1667,1667,77,13,17.98949478,6.66664,1.243069,0.267471596,0.80801979,0.464990707,0.12979822,2.1118326,8.25059,3.490283112,2.698435011,2.647412373,2.631888961,4.113555885,0.858475552
612,612,3,1,17.96467593,13.999944,1.846428512,0.212295864,1.387789623,1.558976951,0.287608394,0.5411659,10.087944,4.253821743,1.28319627,1.270109964,1.443060873,2.191101336,0.795450399
2455,2455,74,18,17.95269192,5.499978,1.787879554,0.251321281,0.63281099,0.464700681,0.132932216,2.1384323,8.691344,4.185835595,3.26413886,3.00925897,3.097372783,4.653169725,0.98103701
835,835,72,23,17.94999899,5.999976,1.210474849,0.225305955,0.62769955,0.62133478,0.165174783,1.5447562,9.558675,3.444220307,2.991678464,2.869144077,2.979878511,4.477061685,0.677188311
1050,1050,42,0,17.92902159,13.666612,1.352683075,0.405407727,2.316493488,0.865166513,0.135855321,1.2675554,5.899698,3.640919408,1.311884876,1.295304253,1.353281107,2.623821822,0.795714624
688,688,81,12,17.92334724,9.499962,1.37665341,0.263386444,1.139904248,0.458811894,0.130197266,2.123624,8.334,3.673037356,1.886675677,1.782878608,1.849321313,2.314240886,0.982382364
3454,3454,75,16,17.91817115,8.999964,3.124409891,0.25466984,1.049233008,0.639804228,0.131080441,2.1661875,8.57766,5.533463376,1.990915869,1.9677886,2.069711618,3.405319242,0.755297263
1615,1615,77,4,17.91686724,4.99998,3.074127569,0.266391754,0.606014843,0.663036279,0.12979822,2.1118326,8.25059,5.488756705,3.583387781,3.303290011,3.588142777,4.311077879,0.976636567
1266,1266,76,19,17.91556851,6.833306,2.891173585,0.266372444,0.828220285,0.597598493,0.12979822,2.1118326,8.25059,5.322922236,2.621801001,2.592173441,2.581798629,3.899171142,0.893990561
522,522,69,2,17.89482258,4.833314,0.484612165,0.228195584,0.512792618,0.592781835,0.162591463,1.5692074,9.425475,2.179265753,3.702391895,3.208715208,3.546406193,4.454288164,0.822957048
3095,3095,20,17,17.88400621,6.499974,3.168628056,0.296421967,0.864090595,0.582342048,0.109169979,2.6779573,7.5223293,5.572481938,2.751396576,2.664409883,2.431141135,4.186581696,0.819354506
13,13,78,1,17.87945366,4.499982,1.245791748,0.262718463,0.539914089,0.411973253,0.129385016,2.150559,8.334626,3.49410348,3.973227818,3.775416123,4.123397978,5.402682874,0.80673837
340,340,79,2,17.87696031,7.333304,4.652100785,0.262681826,0.879859996,0.750705478,0.129385016,2.150559,8.334626,6.75208025,2.437777066,2.268760172,2.385104257,3.576621852,0.825961775
834,834,72,23,17.85706667,5.83331,1.210515649,0.224139481,0.610263452,0.682557129,0.165174783,1.5447562,9.558675,3.444278351,3.061223674,2.922274655,3.053040046,4.477061685,0.80249753
836,836,72,23,17.85706667,5.83331,1.210515649,0.224139481,0.610263452,0.582335339,0.165174783,1.5447562,9.558675,3.444278351,3.061223674,2.922274655,3.053040046,4.477061685,0.661482396
877,877,23,6,17.85365364,6.499974,2.308357742,0.296246998,0.864914688,0.553067224,0.114922357,2.4139028,7.515162,4.756249139,2.746726931,2.718417695,2.714371669,4.514665549,0.649570565
1198,1198,76,7,17.83726117,6.499974,3.907357209,0.265208154,0.787819295,0.734534261,0.12979822,2.1118326,8.25059,6.188061138,2.744205003,2.695527496,2.731911036,4.042729667,0.867864643
2000,2000,73,21,17.82326801,5.333312,1.878280297,0.223715245,0.557955156,0.760335979,0.165174783,1.5447562,9.558675,4.290355103,3.341876119,3.317963127,3.321665024,5.439793876,0.812280704
245,245,68,21,17.81157365,10.999956,0.82095448,0.237043451,1.211805367,0.626126539,0.163885709,1.4799527,9.077329,2.836433308,1.619240446,1.607263655,1.688727533,2.587745524,0.87678203
3597,3597,24,17,17.80609422,4.833314,1.823314813,0.324684638,0.694283508,0.505930189,0.115793557,2.163684,6.9615855,4.227113101,3.684034231,3.548941428,3.888553811,5.202036602,0.779531007
3315,3315,14,11,17.79396472,11.333288,2.126027228,0.356357767,1.752637976,1.03584413,0.156091935,1.0841297,6.466417,4.564544538,1.570061991,1.594311103,1.722987819,2.484619779,0.744375991
299,299,18,9,17.78769979,10.499958,2.103533812,0.278339283,1.329322746,1.109474235,0.175101151,1.1026126,7.8987274,4.540333837,1.694073423,1.659833868,1.629041483,2.629310767,0.947255278
503,503,69,0,17.7760588,6.166642,1.55889322,0.226681103,0.65425265,0.772997478,0.162591463,1.5692074,9.425475,3.908599949,2.88261566,2.822551101,2.870712007,4.949516591,0.506926389
3462,3462,75,17,17.76406139,6.333308,3.188252873,0.252479488,0.738349153,0.648451426,0.131080441,2.1661875,8.57766,5.589711813,2.804863018,2.77052148,2.751178952,4.627292671,0.790006784
136,136,78,23,17.75829839,4.666648,1.081424873,0.260938223,0.559910907,0.396642328,0.129385016,2.150559,8.334626,3.255451391,3.805364877,3.59304007,3.933811857,5.197377244,0.843014435
3416,3416,75,10,17.73483329,5.83331,3.321864625,0.25206407,0.680058431,0.684082935,0.131080441,2.1661875,8.57766,5.705635225,3.040269297,3.017764615,3.080628404,4.538396521,0.871282942
2519,2519,25,5,17.72185155,7.833302,3.397899793,0.313250573,1.097248342,0.905785432,0.117715552,2.1597586,7.139042,5.770564788,2.262373077,2.116182595,2.205932156,3.035786095,0.882210795
3123,3123,20,25,17.71956772,5.666644,3.293416265,0.293696449,0.753309749,0.614745176,0.109169979,2.6779573,7.5223293,5.681151239,3.126995046,2.95578941,3.169831604,4.339199453,0.889944663
1157,1157,76,1,17.7121204,6.333308,2.346847918,0.263347535,0.767618801,0.545554399,0.12979822,2.1118326,8.25059,4.795738692,2.796661776,2.652542511,2.792381527,3.552897076,0.956161583
145,145,29,2,17.70299679,10.333292,1.80459342,0.28321624,1.33232652,1.00366601,0.174012361,1.0920037,7.7558255,4.205355575,1.71320009,1.651613704,1.781566418,2.273855458,0.929413227
1845,1845,80,1,17.69726321,6.66664,0.977135237,0.26004138,0.799872724,0.458662817,0.129385016,2.150559,8.334626,3.094499204,2.654600101,2.520997586,2.720370927,3.394775765,0.947471718
2505,2505,25,3,17.67648337,5.166646,2.112177651,0.312448647,0.723716992,0.552601064,0.117715552,2.1597586,7.139042,4.549652842,3.421268531,3.27975905,3.144751096,5.709235359,0.601026934
3312,3312,14,8,17.67062468,6.499974,2.550679734,0.35388765,1.005189427,0.910131032,0.156091935,1.0841297,6.466417,4.999666128,2.718568517,2.657806767,2.706256878,4.30817185,0.722001507
3601,3601,24,18,17.65048549,5.166646,2.513714298,0.321847195,0.742165129,0.579055119,0.115793557,2.163684,6.9615855,4.963305363,3.416236662,3.27870473,3.255815382,5.347277366,0.711766587
1830,1830,2,1,17.6481005,11.66662,1.227343668,0.21351556,1.181138267,1.689175433,0.289295981,0.5224435,9.877438,3.468136091,1.512700379,1.499756794,1.593255739,2.334612079,0.662620739
2618,2618,25,20,17.63887365,12.333284,1.432685274,0.31178386,1.727582496,0.50225765,0.117715552,2.1597586,7.139042,3.747040924,1.430184665,1.405792299,1.422565692,2.805486071,0.834720527
2363,2363,40,9,17.61147496,9.99996,1.152525173,0.267918802,1.236021621,1.42605799,0.239308338,0.6072011,8.090441,3.36076579,1.761154541,1.736564616,1.557646286,3.109308421,0.515126398
942,942,23,14,17.6073496,4.833314,2.029610258,0.292160057,0.643141691,0.527949393,0.114922357,2.4139028,7.515162,4.459840863,3.642914489,3.61271639,4.267279335,5.604624665,0.675764508
2108,2108,22,11,17.59034095,6.166642,2.197510197,0.291112899,0.818709616,0.559790569,0.112469191,2.5269773,7.532148,4.640646499,2.852499132,2.848510545,2.82035572,4.024193199,0.940708531
1713,1713,77,20,17.58601675,5.166646,1.189695273,0.261472599,0.626215337,0.460596081,0.12979822,2.1118326,8.25059,3.414529788,3.403758793,3.359808744,3.616761684,5.059830677,0.89434048
438,438,8,2,17.57983472,11.66662,0.692497721,0.37959255,1.910588803,0.879481338,0.140337118,1.2439636,6.1062956,2.605086883,1.506849003,1.481725717,1.515354044,2.31266228,0.632771023
2658,2658,25,25,17.57340881,13.666612,1.477068533,0.310626706,1.914348172,0.519024798,0.117715552,2.1597586,7.139042,3.804638173,1.285864324,1.283534235,1.43338962,2.597232663,0.866127772
3093,3093,20,17,17.56361024,6.66664,3.825180159,0.291111501,0.886246764,0.654600847,0.109169979,2.6779573,7.5223293,6.122643674,2.634552074,2.58815803,2.691943359,4.136793963,0.750362722
633,633,81,2,17.56070223,5.333312,2.309236635,0.258057318,0.639946244,0.489269043,0.130197266,2.123624,8.334,4.757154509,3.29264484,3.200680449,3.171579531,5.497810031,0.865020536
979,979,23,20,17.55632152,7.666636,1.229082158,0.291313344,1.020155786,0.440118402,0.114922357,2.4139028,7.515162,3.47059147,2.289964141,2.20102294,2.363332342,3.295761974,0.79413462
3689,3689,4,7,17.52222513,10.166626,1.608635411,0.209869775,1.020038827,1.687271044,0.293282449,0.51347923,9.966901,3.970469371,1.723504447,1.704562878,1.635048619,2.870005844,0.600504408
1575,1575,26,24,17.51649267,9.833294,2.337896412,0.302837385,1.353264941,0.811351407,0.124572287,1.9717437,7.266348,4.786583838,1.781345363,1.764427683,1.604853823,3.008049566,0.67286225
991,991,23,23,17.50638718,5.499978,2.394438203,0.29048478,0.73185089,0.54882785,0.114922357,2.4139028,7.515162,4.844119568,3.18299222,3.1612571,3.299413168,4.5302792,0.851957481
2058,2058,22,4,17.49233032,6.66664,1.656634632,0.289490863,0.885091477,0.458635034,0.112469191,2.5269773,7.532148,4.029270331,2.623860043,2.538685577,2.613047182,3.769792696,0.898495724
251,251,68,22,17.49180525,5.333312,1.404516567,0.232787847,0.587541996,0.748014252,0.163885709,1.4799527,9.077329,3.710021881,3.279726603,3.173984218,3.158993362,4.983718888,0.822642469
1651,1651,77,10,17.47613988,8.3333,3.94795435,0.259838927,1.010024738,0.748273306,0.12979822,2.1118326,8.25059,6.220124808,2.097145175,2.026639928,1.866699618,3.680639686,0.812064007
362,362,79,5,17.46989254,4.16665,3.254996806,0.256700423,0.499920452,0.698769259,0.129385016,2.150559,8.334626,5.6479172,4.19279098,4.087226081,4.870788115,6.027011945,0.824829409
